Nimi;Muutettu;Määrä(Tuote);Määrä;Viimeinen käyttöpäivä;barcode tuote;Lot;Varasto
Abbott Xience PROX 3.5 mm x 15 mm (7123041915216);19.3.2018 13:52;-2;"";10.1.2021;08717648161858;7123041915216;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 3.5 mm x 15 mm (7123041915219);20.2.2018 9:50;1;"";10.1.2021;08717648161858;7123041915219;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 3.5 mm x 15 mm (7123041915220);23.2.2018 10:44;1;"";10.1.2021;08717648161858;7123041915220;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 3.5 mm x 15 mm (7123041915222);26.2.2018 14:14;1;"";10.1.2021;08717648161858;7123041915222;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 3.5 mm x 15 mm (7123041915650);15.2.2018 10:20;1;"";10.1.2021;08717648161858;7123041915650;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 3.5 mm x 15 mm (7123041915651);19.2.2018 10:45;-1;"";10.1.2021;08717648161858;7123041915651;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 3.5 mm x 15 mm (7123041915784);21.3.2018 12:38;-1;"";10.1.2021;08717648161858;7123041915784;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 3.5 mm x 15 mm (8013041915065);3.4.2018 14:42;1;"";8.2.2021;08717648161858;8013041915065;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 3.5 mm x 15 mm (8013041915066);9.4.2018 14:19;1;"";8.2.2021;08717648161858;8013041915066;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 3.5 mm x 15 mm (8013041915068);12.4.2018 13:35;1;"";8.2.2021;08717648161858;8013041915068;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 3.5 mm x 15 mm (8013041915069);3.4.2018 14:45;1;"";8.2.2021;08717648161858;8013041915069;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 3.5 mm x 15 mm (8013041915070);5.4.2018 12:39;1;"";8.2.2021;08717648161858;8013041915070;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 3.5 mm x 15 mm (8013041915102);7.5.2018 13:58;1;"";8.2.2021;08717648161858;8013041915102;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 3.5 mm x 15 mm (8013041915103);7.5.2018 13:58;1;"";8.2.2021;08717648161858;8013041915103;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 3.5 mm x 15 mm (8013041915104);11.5.2018 14:12;1;"";8.2.2021;08717648161858;8013041915104;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 3.5 mm x 15 mm (8013041915127);19.4.2018 13:31;1;"";8.2.2021;08717648161858;8013041915127;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 3.5 mm x 15 mm (8013041915129);25.4.2018 10:55;1;"";8.2.2021;08717648161858;8013041915129;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 3.5 mm x 15 mm (8013041915178);23.4.2018 11:16;1;"";8.2.2021;08717648161858;8013041915178;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 3.5 mm x 15 mm (8013041915184);25.4.2018 10:55;1;"";8.2.2021;08717648161858;8013041915184;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 3.5 mm x 15 mm (8013041915185);27.4.2018 14:15;1;"";8.2.2021;08717648161858;8013041915185;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 3.5 mm x 15 mm (8013041915362);25.4.2018 10:33;-2;"";8.2.2021;08717648161858;8013041915362;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 3.5 mm x 15 mm (8013041915363);25.4.2018 10:33;-1;"";8.2.2021;08717648161858;8013041915363;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 3.5 mm x 15 mm (8013041915364);5.4.2018 12:37;-1;"";8.2.2021;08717648161858;8013041915364;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 3.5 mm x 15 mm (8013041915483);27.4.2018 13:57;-1;"";8.2.2021;08717648161858;8013041915483;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 3.5 mm x 15 mm (8013041915861);11.5.2018 14:04;-1;"";8.2.2021;08717648161858;8013041915861;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 3.5 mm x 18 mm (6111841915667);27.3.2017 13:25;-3;"";28.11.2019;08717648161865;6111841915667;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 3.5 mm x 18 mm (6122141916258);28.3.2017 10:54;-2;"";11.1.2020;08717648161865;6122141916258;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 3.5 mm x 18 mm (7013141915116);7.6.2017 9:48;-2;"";12.2.2020;08717648161865;7013141915116;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 3.5 mm x 18 mm (7021041915271);26.5.2017 11:21;-1;"";19.2.2020;08717648161865;7021041915271;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 3.5 mm x 18 mm (7021041916081);9.3.2018 11:00;1;"";19.2.2020;08717648161865;7021041916081;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 3.5 mm x 18 mm (7021041916085);31.5.2017 15:05;-2;"";19.2.2020;08717648161865;7021041916085;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 3.5 mm x 18 mm (7032841915011);29.6.2017 11:08;-3;"";4.4.2020;08717648161865;7032841915011;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 3.5 mm x 18 mm (7032841915442);14.3.2018 13:14;1;"";4.4.2020;08717648161865;7032841915442;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 3.5 mm x 18 mm (7041341915503);2.8.2017 10:10;-2;"";25.4.2020;08717648161865;7041341915503;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 3.5 mm x 18 mm (7050441915447);25.8.2017 13:49;-6;"";17.5.2020;08717648161865;7050441915447;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 3.5 mm x 18 mm (7050441915448);11.8.2017 9:52;-1;"";17.5.2020;08717648161865;7050441915448;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 3.5 mm x 18 mm (7050441915472);21.7.2017 9:42;-1;"";17.5.2020;08717648161865;7050441915472;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 3.5 mm x 18 mm (7062841915330);25.9.2017 14:13;-1;"";5.7.2020;08717648161865;7062841915330;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 3.5 mm x 18 mm (7072141915027);24.11.2017 11:06;-2;"";1.8.2020;08717648161865;7072141915027;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 3.5 mm x 18 mm (7082441915701);16.1.2018 14:16;-1;"";30.8.2020;08717648161865;7082441915701;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 3.5 mm x 18 mm (7111741915043);19.3.2018 13:52;-1;"";26.11.2020;08717648161865;7111741915043;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 3.5 mm x 18 mm (7111741915794);19.1.2018 13:34;1;"";26.11.2020;08717648161865;7111741915794;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 3.5 mm x 18 mm (7111741915816);5.2.2018 14:35;-1;"";26.11.2020;08717648161865;7111741915816;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 3.5 mm x 18 mm (7111741915817);3.1.2018 13:56;1;"";26.11.2020;08717648161865;7111741915817;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 3.5 mm x 18 mm (7112041915483);23.4.2018 11:29;-3;"";26.11.2020;08717648161865;7112041915483;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 3.5 mm x 18 mm (7112041915484);23.2.2018 10:42;1;"";26.11.2020;08717648161865;7112041915484;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 3.5 mm x 18 mm (7112041915664);8.2.2018 9:34;1;"";26.11.2020;08717648161865;7112041915664;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 3.5 mm x 18 mm (7112041916130);5.2.2018 14:39;1;"";26.11.2020;08717648161865;7112041916130;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 3.5 mm x 18 mm (8012341915425);14.3.2018 13:14;1;"";31.1.2021;08717648161865;8012341915425;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 3.5 mm x 18 mm (8012341915491);27.2.2018 14:31;1;"";31.1.2021;08717648161865;8012341915491;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 3.5 mm x 18 mm (8012341915853);19.4.2018 13:21;-1;"";31.1.2021;08717648161865;8012341915853;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 3.5 mm x 18 mm (8020641915454);5.4.2018 13:08;1;"";14.2.2021;08717648161865;8020641915454;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 3.5 mm x 18 mm (8020641915509);19.4.2018 13:31;1;"";14.2.2021;08717648161865;8020641915509;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 3.5 mm x 18 mm (8020641915513);23.4.2018 12:29;1;"";14.2.2021;08717648161865;8020641915513;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 3.5 mm x 18 mm (8020641915557);3.5.2018 10:56;1;"";14.2.2021;08717648161865;8020641915557;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 3.5 mm x 18 mm (8020641915625);3.5.2018 11:12;1;"";14.2.2021;08717648161865;8020641915625;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 3.5 mm x 18 mm (8020641915629);2.5.2018 14:53;1;"";14.2.2021;08717648161865;8020641915629;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 3.5 mm x 23 mm (6101341916775);2.6.2017 14:47;-3;"";18.10.2019;08717648161872;6101341916775;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 3.5 mm x 23 mm (7031541915100);12.1.2018 14:14;-2;"";22.3.2020;08717648161872;7031541915100;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 3.5 mm x 23 mm (7031541915671);15.3.2018 13:36;1;"";22.3.2020;08717648161872;7031541915671;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 3.5 mm x 23 mm (7031541915916);27.11.2017 14:25;1;"";22.3.2020;08717648161872;7031541915916;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 3.5 mm x 23 mm (7041341915056);17.7.2017 9:54;-2;"";23.4.2020;08717648161872;7041341915056;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 3.5 mm x 23 mm (7050441915610);21.9.2017 13:41;-2;"";17.5.2020;08717648161872;7050441915610;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 3.5 mm x 23 mm (7050441915611);28.7.2017 9:54;-1;"";17.5.2020;08717648161872;7050441915611;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 3.5 mm x 23 mm (7062041915169);11.9.2017 12:56;-2;"";28.6.2020;08717648161872;7062041915169;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 3.5 mm x 23 mm (7071241915143);10.1.2018 14:19;-1;"";19.7.2020;08717648161872;7071241915143;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 3.5 mm x 23 mm (7071241916039);31.10.2017 13:32;-1;"";19.7.2020;08717648161872;7071241916039;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 3.5 mm x 23 mm (7081841916082);27.11.2017 14:01;-1;"";30.8.2020;08717648161872;7081841916082;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 3.5 mm x 23 mm (7101941915174);1.2.2018 15:41;1;"";31.10.2020;08717648161872;7101941915174;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 3.5 mm x 23 mm (7101941915351);23.2.2018 10:31;-2;"";31.10.2020;08717648161872;7101941915351;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 3.5 mm x 23 mm (7101941915839);10.1.2018 14:23;1;"";31.10.2020;08717648161872;7101941915839;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 3.5 mm x 23 mm (7110741915630);15.3.2018 13:24;-1;"";13.11.2020;08717648161872;7110741915630;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 3.5 mm x 23 mm (7110741915631);15.2.2018 10:20;1;"";13.11.2020;08717648161872;7110741915631;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 3.5 mm x 23 mm (7110741915794);19.2.2018 10:46;-2;"";13.11.2020;08717648161872;7110741915794;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 3.5 mm x 23 mm (7110741915849);26.1.2018 14:04;1;"";13.11.2020;08717648161872;7110741915849;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 3.5 mm x 23 mm (7110741915850);29.1.2018 12:45;1;"";13.11.2020;08717648161872;7110741915850;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 3.5 mm x 23 mm (7120141915674);19.2.2018 10:53;1;"";11.12.2020;08717648161872;7120141915674;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 3.5 mm x 23 mm (7120141915713);26.3.2018 14:19;-1;"";11.12.2020;08717648161872;7120141915713;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 3.5 mm x 23 mm (7120141915714);23.2.2018 10:42;1;"";11.12.2020;08717648161872;7120141915714;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 3.5 mm x 23 mm (8010941915099);26.3.2018 14:30;1;"";16.1.2021;08717648161872;8010941915099;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 3.5 mm x 23 mm (8010941915100);2.5.2018 13:53;-1;"";16.1.2021;08717648161872;8010941915100;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 3.5 mm x 23 mm (8010941915524);2.5.2018 14:54;1;"";16.1.2021;08717648161872;8010941915524;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 3.5 mm x 23 mm (8010941915527);2.5.2018 14:56;1;"";16.1.2021;08717648161872;8010941915527;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 3.5 mm x 23 mm (8022341915509);3.5.2018 11:12;1;"";12.3.2021;08717648161872;8022341915509;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 3.5 mm x 28 mm (6110941915078);10.4.2017 14:40;-1;"";22.11.2019;08717648161889;6110941915078;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 3.5 mm x 28 mm (6113041915743);6.6.2017 15:31;-1;"";6.12.2019;08717648161889;6113041915743;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 3.5 mm x 28 mm (7022041915157);19.12.2017 8:41;-2;"";23.2.2020;08717648161889;7022041915157;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 3.5 mm x 28 mm (7061241915236);19.12.2017 8:42;-1;"";15.6.2020;08717648161889;7061241915236;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 3.5 mm x 28 mm (7082341915193);22.1.2018 14:38;-1;"";4.9.2020;08717648161889;7082341915193;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 3.5 mm x 28 mm (7082341915862);19.12.2017 8:56;1;"";4.9.2020;08717648161889;7082341915862;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 3.5 mm x 28 mm (7082341915866);1.2.2018 15:39;1;"";4.9.2020;08717648161889;7082341915866;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 3.5 mm x 28 mm (7082341915868);1.2.2018 15:41;1;"";4.9.2020;08717648161889;7082341915868;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 3.5 mm x 28 mm (7082341916347);13.12.2017 9:27;1;"";4.9.2020;08717648161889;7082341916347;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 3.5 mm x 28 mm (7111541915023);31.1.2018 9:30;1;"";20.11.2020;08717648161889;7111541915023;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 3.5 mm x 28 mm (7111541915567);28.2.2018 10:50;-1;"";20.11.2020;08717648161889;7111541915567;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 3.5 mm x 28 mm (7111541915943);3.1.2018 13:55;1;"";20.11.2020;08717648161889;7111541915943;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 3.5 mm x 28 mm (7111541916136);19.2.2018 10:53;1;"";20.11.2020;08717648161889;7111541916136;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 3.5 mm x 28 mm (7122041915681);28.2.2018 10:53;1;"";7.1.2021;08717648161889;7122041915681;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 3.5 mm x 28 mm (8020141915574);27.4.2018 14:14;1;"";11.2.2021;08717648161889;8020141915574;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 3.5 mm x 38 mm (6111441915459);15.9.2017 10:50;-1;"";22.11.2019;08717648161902;6111441915459;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 3.5 mm x 38 mm (7111441915155);19.1.2018 13:12;1;"";20.11.2020;08717648161902;7111441915155;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 4.0 mm x 08 mm (7031341915183);2.3.2018 9:45;1;"";21.3.2020;08717648164460;7031341915183;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 4.0 mm x 08 mm (7031341915209);2.3.2018 9:42;-2;"";21.3.2020;08717648164460;7031341915209;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 4.0 mm x 08 mm (7052241915310);14.3.2018 12:49;-1;"";25.5.2020;08717648164460;7052241915310;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 4.0 mm x 08 mm (7052241915469);2.3.2018 9:45;1;"";25.5.2020;08717648164460;7052241915469;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 4.0 mm x 08 mm (8011041915041);14.3.2018 13:15;1;"";18.1.2021;08717648164460;8011041915041;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 4.0 mm x 12 mm (7013141915322);16.1.2018 14:26;-1;"";8.2.2020;08717648164477;7013141915322;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 4.0 mm x 12 mm (7013141915326);5.4.2018 12:39;1;"";8.2.2020;08717648164477;7013141915326;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 4.0 mm x 12 mm (7013141915328);16.5.2017 11:06;-1;"";8.2.2020;08717648164477;7013141915328;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 4.0 mm x 12 mm (7013141915369);27.12.2017 13:11;1;"";8.2.2020;08717648164477;7013141915369;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 4.0 mm x 12 mm (7062241915013);23.11.2017 12:57;-1;"";4.7.2020;08717648164477;7062241915013;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 4.0 mm x 12 mm (7090441915010);1.2.2018 15:37;1;"";10.9.2020;08717648164477;7090441915010;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 4.0 mm x 12 mm (7090441915081);16.1.2018 14:31;1;"";10.9.2020;08717648164477;7090441915081;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 4.0 mm x 12 mm (7090441915246);26.2.2018 14:05;-2;"";10.9.2020;08717648164477;7090441915246;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 4.0 mm x 12 mm (7091541915462);27.2.2018 14:31;1;"";25.9.2020;08717648164477;7091541915462;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 4.0 mm x 15 mm (7010341915096);4.7.2017 13:37;-3;"";8.1.2020;08717648164484;7010341915096;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 4.0 mm x 15 mm (7010341915099);13.4.2018 13:19;1;"";8.1.2020;08717648164484;7010341915099;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 4.0 mm x 15 mm (7042741915031);2.10.2017 13:14;-2;"";9.5.2020;08717648164484;7042741915031;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 4.0 mm x 15 mm (7042741915484);24.7.2017 11:18;-1;"";9.5.2020;08717648164484;7042741915484;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 4.0 mm x 15 mm (7062741915042);12.1.2018 14:34;-2;"";3.7.2020;08717648164484;7062741915042;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 4.0 mm x 15 mm (7062741915677);13.12.2017 10:12;1;"";3.7.2020;08717648164484;7062741915677;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 4.0 mm x 15 mm (8022141915511);11.5.2018 14:12;1;"";8.3.2021;08717648164484;8022141915511;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 4.0 mm x 18 mm (6102541915482);29.6.2017 12:53;-1;"";1.11.2019;08717648164491;6102541915482;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 4.0 mm x 18 mm (7041841915311);10.7.2017 8:52;-1;"";26.4.2020;08717648164491;7041841915311;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 4.0 mm x 18 mm (7051641915015);11.8.2017 13:21;-1;"";22.5.2020;08717648164491;7051641915015;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 4.0 mm x 18 mm (7051641915145);31.7.2017 13:09;-4;"";22.5.2020;08717648164491;7051641915145;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 4.0 mm x 18 mm (7051641915202);26.7.2017 14:22;1;"";22.5.2020;08717648164491;7051641915202;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 4.0 mm x 18 mm (7062841915254);1.12.2017 13:43;-3;"";3.7.2020;08717648164491;7062841915254;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 4.0 mm x 18 mm (7092741915105);20.12.2017 13:43;1;"";4.10.2020;08717648164491;7092741915105;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 4.0 mm x 18 mm (7092741915362);1.2.2018 15:35;1;"";4.10.2020;08717648164491;7092741915362;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 4.0 mm x 23 mm (6122241915668);19.6.2017 14:27;-1;"";11.1.2020;08717648164507;6122241915668;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 4.0 mm x 23 mm (7050241915231);13.9.2017 10:53;-1;"";9.5.2020;08717648164507;7050241915231;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 4.0 mm x 23 mm (7050241915328);8.11.2017 13:48;-1;"";9.5.2020;08717648164507;7050241915328;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 4.0 mm x 23 mm (7062241915112);5.3.2018 14:21;1;"";27.6.2020;08717648164507;7062241915112;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 4.0 mm x 23 mm (7062241915151);5.3.2018 14:12;-1;"";27.6.2020;08717648164507;7062241915151;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 4.0 mm x 23 mm (7101841915243);23.3.2018 11:03;1;"";25.10.2020;08717648164507;7101841915243;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 4.0 mm x 28 mm (7081441915493);1.2.2018 15:35;1;"";24.8.2020;08717648164514;7081441915493;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 4.0 mm x 33 mm (7071241915137);1.2.2018 15:35;1;"";18.7.2020;08717648164521;7071241915137;HUS Meilahti kaupinta varasto BMXP BMX6
Abbott Xience PROX 4.0 mm x 38 mm (7032441915045);1.2.2018 15:35;1;"";2.4.2020;08717648164538;7032441915045;HUS Meilahti kaupinta varasto BMXP BMX6
BioMatrix Alpha 2.5 x 14 mm (W16040281);15.6.2017 9:47;-1;"";20.4.2017;08888893018706;W16040281;HUS Meilahti kaupinta varasto BMXP BMX6
BioMatrix Alpha 2.5 x 14 mm (W16040281D);13.9.2017 10:53;1;"";20.4.2018;08888893018706;W16040281D;HUS Meilahti kaupinta varasto BMXP BMX6
BioMatrix Alpha 2.5 x 36 mm (W16100620);8.2.2018 9:49;1;"";2.11.2017;08888893018751;W16100620;HUS Meilahti kaupinta varasto BMXP BMX6
BioMatrix Alpha 2.5 x 36 mm (W17040470);8.2.2018 9:58;1;"";26.4.2019;08888893018751;W17040470;HUS Meilahti kaupinta varasto BMXP BMX6
BioMatrix Alpha 2.50 x 19 mm (W16020331);14.3.2018 14:01;-1;"";7.3.2017;08888893018713;W16020331;HUS Meilahti kaupinta varasto BMXP BMX6
BioMatrix Alpha 2.50 x 24 mm (W17050310);8.2.2018 9:34;1;"";22.5.2019;08888893018720;W17050310;HUS Meilahti kaupinta varasto BMXP BMX6
BioMatrix Alpha 2.50 x 24 mm (W17110395);5.4.2018 12:59;1;"";30.11.2019;08888893018720;W17110395;HUS Meilahti kaupinta varasto BMXP BMX6
BioMatrix Alpha 2.50 x 33 mm (W16050384);18.10.2016 14:11;1;"";1.6.2017;08888893018744;W16050384;HUS Meilahti kaupinta varasto BMXP BMX6
BioMatrix Alpha 2.75 x 14 mm (W16030395D);5.4.2018 12:57;-1;"";28.3.2018;08888893018775;W16030395D;HUS Meilahti kaupinta varasto BMXP BMX6
BioMatrix Alpha 2.75 x 14 mm (W17120178);11.5.2018 13:56;2;"";13.12.2019;08888893018775;W17120178;HUS Meilahti kaupinta varasto BMXP BMX6
BioMatrix Alpha 2.75 x 14 mm (W18020178);11.5.2018 14:12;1;"";19.2.2020;08888893018775;W18020178;HUS Meilahti kaupinta varasto BMXP BMX6
BioMatrix Alpha 2.75 x 19 mm (W17030421);23.1.2018 13:10;1;"";27.3.2019;08888893018782;W17030421;HUS Meilahti kaupinta varasto BMXP BMX6
BioMatrix Alpha 2.75 x 19 mm (W17110391);4.5.2018 11:16;1;"";30.11.2019;08888893018782;W17110391;HUS Meilahti kaupinta varasto BMXP BMX6
BioMatrix Alpha 2.75 x 24 mm (W16050407D);26.3.2018 13:54;1;"";1.6.2018;08888893018799;W16050407D;HUS Meilahti kaupinta varasto BMXP BMX6
BioMatrix Alpha 2.75 x 29 mm (W16020202D);2.10.2017 13:19;1;"";28.2.2018;08888893018805;W16020202D;HUS Meilahti kaupinta varasto BMXP BMX6
BioMatrix Alpha 2.75 x 33 mm (W18010083);20.3.2018 13:23;1;"";10.1.2020;08888893018812;W18010083;HUS Meilahti kaupinta varasto BMXP BMX6
BioMatrix Alpha 3.00 x 09 mm (W17040468);7.5.2018 13:57;1;"";26.4.2019;08888893018836;W17040468;HUS Meilahti kaupinta varasto BMXP BMX6
