"Juturna-vq PTA balloon catheter 0.035""";9 mm x 280 mm, shaft 80cm;08PVQ090280APO;04051649122727;55;75;;08PVQ090280APO;04051649122727
"Juturna-vq PTA balloon catheter 0.035""";10 mm x 10 mm, shaft 80cm;08PVQ100010APO;04051649121171;55;75;;08PVQ100010APO;04051649121171
"Juturna-vq PTA balloon catheter 0.035""";10 mm x 15 mm, shaft 80cm;08PVQ100015APO;04051649121294;55;75;;08PVQ100015APO;04051649121294
"Juturna-vq PTA balloon catheter 0.035""";10 mm x 20 mm, shaft 80cm;08PVQ100020APO;04051649121416;55;75;;08PVQ100020APO;04051649121416
"Juturna-vq PTA balloon catheter 0.035""";10 mm x 30 mm, shaft 80cm;08PVQ100030APO;04051649121539;55;75;;08PVQ100030APO;04051649121539
"Juturna-vq PTA balloon catheter 0.035""";10 mm x 40 mm, shaft 80cm;08PVQ100040APO;04051649121652;55;75;;08PVQ100040APO;04051649121652
"Juturna-vq PTA balloon catheter 0.035""";10 mm x 60 mm, shaft 80cm;08PVQ100060APO;04051649121775;55;75;;08PVQ100060APO;04051649121775
"Juturna-vq PTA balloon catheter 0.035""";10 mm x 80 mm, shaft 80cm;08PVQ100080APO;04051649121898;55;75;;08PVQ100080APO;04051649121898
"Juturna-vq PTA balloon catheter 0.035""";10 mm x 100 mm, shaft 80cm;08PVQ100100APO;04051649122017;55;75;;08PVQ100100APO;04051649122017
"Juturna-vq PTA balloon catheter 0.035""";10 mm x 120 mm, shaft 80cm;08PVQ100120APO;04051649122130;55;75;;08PVQ100120APO;04051649122130
"Juturna-vq PTA balloon catheter 0.035""";10 mm x 150 mm, shaft 80cm;08PVQ100150APO;04051649122253;55;75;;08PVQ100150APO;04051649122253
"Juturna-vq PTA balloon catheter 0.035""";10 mm x 200 mm, shaft 80cm;08PVQ100200APO;04051649122499;55;75;;08PVQ100200APO;04051649122499
"Juturna-vq PTA balloon catheter 0.035""";10 mm x 220 mm, shaft 80cm;08PVQ100220APO;04051649154728;55;75;;08PVQ100220APO;04051649154728
"Juturna-vq PTA balloon catheter 0.035""";10 mm x 280 mm, shaft 80cm;08PVQ100280APO;04051649122734;55;75;;08PVQ100280APO;04051649122734
"Juturna-vq PTA balloon catheter 0.035""";12 mm x 10 mm, shaft 80cm;08PVQ120010APO;04051649121188;55;75;;08PVQ120010APO;04051649121188
"Juturna-vq PTA balloon catheter 0.035""";12 mm x 15 mm, shaft 80cm;08PVQ120015APO;04051649121300;55;75;;08PVQ120015APO;04051649121300
"Juturna-vq PTA balloon catheter 0.035""";12 mm x 20 mm, shaft 80cm;08PVQ120020APO;04051649121423;55;75;;08PVQ120020APO;04051649121423
"Juturna-vq PTA balloon catheter 0.035""";12 mm x 30 mm, shaft 80cm;08PVQ120030APO;04051649121546;55;75;;08PVQ120030APO;04051649121546
"Juturna-vq PTA balloon catheter 0.035""";12 mm x 40 mm, shaft 80cm;08PVQ120040APO;04051649121669;55;75;;08PVQ120040APO;04051649121669
"Juturna-vq PTA balloon catheter 0.035""";12 mm x 60 mm, shaft 80cm;08PVQ120060APO;04051649121782;55;75;;08PVQ120060APO;04051649121782
"Juturna-vq PTA balloon catheter 0.035""";12 mm x 80 mm, shaft 80cm;08PVQ120080APO;04051649121904;55;75;;08PVQ120080APO;04051649121904
